CALENDAR_YEAR,COC_ID,COC_NAME,RACE,EXPERIENCING_HOMELESSNESS
2017,CA-521,Yolo County CoC,Unknown,*
2017,CA-521,Yolo County CoC,White,334
2017,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",72
2017,CA-522,Humboldt County CoC,Asian or Asian American,*
2017,CA-522,Humboldt County CoC,"Black, African American, or African",44
2017,CA-522,Humboldt County CoC,Multiple Races,112
2017,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-522,Humboldt County CoC,Unknown,43
2017,CA-522,Humboldt County CoC,White,670
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",19
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Races,*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,156
2017,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-525,El Dorado County CoC,"Black, African American, or African",*
2017,CA-525,El Dorado County CoC,Multiple Races,*
2017,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-525,El Dorado County CoC,Unknown,*
2017,CA-525,El Dorado County CoC,White,109
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",18
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Races,33
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,318
2017,CA-527,Tehama County CoC,"American Indian, Alaska Native, or Indigenous",18
2017,CA-527,Tehama County CoC,Asian or Asian American,*
2017,CA-527,Tehama County CoC,"Black, African American, or African",*
2017,CA-527,Tehama County CoC,Multiple Races,25
2017,CA-527,Tehama County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-527,Tehama County CoC,Unknown,*
2017,CA-527,Tehama County CoC,White,335
2017,CA-529,Lake County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-529,Lake County CoC,Asian or Asian American,*
2017,CA-529,Lake County CoC,"Black, African American, or African",*
2017,CA-529,Lake County CoC,Multiple Races,*
2017,CA-529,Lake County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-529,Lake County CoC,White,32
2017,CA-530,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous",28
2017,CA-530,"Alpine, Inyo, Mono Counties CoC","Black, African American, or African",*
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",Native Hawaiian or Pacific Islander,*
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",White,127
2017,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-531,Nevada County CoC,Asian or Asian American,*
2017,CA-531,Nevada County CoC,"Black, African American, or African",*
2017,CA-531,Nevada County CoC,Multiple Races,43
2017,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-531,Nevada County CoC,Unknown,*
2017,CA-531,Nevada County CoC,White,399
2017,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",845
2017,CA-600,Los Angeles County CoC,Asian or Asian American,651
2017,CA-600,Los Angeles County CoC,"Black, African American, or African",24806
2017,CA-600,Los Angeles County CoC,Multiple Races,1486
2017,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,452
2017,CA-600,Los Angeles County CoC,Unknown,3651
2017,CA-600,Los Angeles County CoC,White,24433
2017,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",193
2017,CA-601,San Diego County CoC,Asian or Asian American,180
2017,CA-601,San Diego County CoC,"Black, African American, or African",3350
2017,CA-601,San Diego County CoC,Multiple Races,741
2017,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,154
2017,CA-601,San Diego County CoC,Unknown,108
2017,CA-601,San Diego County CoC,White,6846
2017,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",561
2017,CA-602,Orange County CoC,Asian or Asian American,274
2017,CA-602,Orange County CoC,"Black, African American, or African",1384
2017,CA-602,Orange County CoC,Multiple Races,451
2017,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,144
2017,CA-602,Orange County CoC,Unknown,413
2017,CA-602,Orange County CoC,White,7252
2017,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",78
2017,CA-603,Santa Barbara County CoC,Asian or Asian American,19
2017,CA-603,Santa Barbara County CoC,"Black, African American, or African",253
2017,CA-603,Santa Barbara County CoC,Multiple Races,139
2017,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,19
2017,CA-603,Santa Barbara County CoC,Unknown,52
2017,CA-603,Santa Barbara County CoC,White,2238
2017,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",83
2017,CA-604,Kern County CoC,Asian or Asian American,15
2017,CA-604,Kern County CoC,"Black, African American, or African",1330
2017,CA-604,Kern County CoC,Multiple Races,119
2017,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,45
2017,CA-604,Kern County CoC,Unknown,*
2017,CA-604,Kern County CoC,White,3023
2017,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",37
2017,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,35
2017,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",1303
2017,CA-606,Long Beach CoC (Los Angeles County),Multiple Races,138
2017,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,34
2017,CA-606,Long Beach CoC (Los Angeles County),Unknown,*
2017,CA-606,Long Beach CoC (Los Angeles County),White,1187
2017,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",35
2017,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,19
2017,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",448
2017,CA-607,Pasadena CoC (Los Angeles County),Multiple Races,57
2017,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,21
2017,CA-607,Pasadena CoC (Los Angeles County),Unknown,134
2017,CA-607,Pasadena CoC (Los Angeles County),White,607
2017,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",136
2017,CA-608,Riverside County CoC,Asian or Asian American,69
2017,CA-608,Riverside County CoC,"Black, African American, or African",1543
2017,CA-608,Riverside County CoC,Multiple Races,206
2017,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,82
2017,CA-608,Riverside County CoC,Unknown,75
2017,CA-608,Riverside County CoC,White,4536
2017,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",137
2017,CA-609,San Bernardino County CoC,Asian or Asian American,47
2017,CA-609,San Bernardino County CoC,"Black, African American, or African",3781
2017,CA-609,San Bernardino County CoC,Multiple Races,271
2017,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,73
2017,CA-609,San Bernardino County CoC,Unknown,16
2017,CA-609,San Bernardino County CoC,White,4063
2017,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",28
2017,CA-611,Ventura County CoC,Asian or Asian American,14
2017,CA-611,Ventura County CoC,"Black, African American, or African",140
2017,CA-611,Ventura County CoC,Multiple Races,93
2017,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,20
2017,CA-611,Ventura County CoC,Unknown,*
2017,CA-611,Ventura County CoC,White,1630
2017,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",12
2017,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,*
2017,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",87
2017,CA-612,Glendale CoC (Los Angeles County),Multiple Races,13
2017,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,*
2017,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2017,CA-612,Glendale CoC (Los Angeles County),White,221
2017,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-613,Imperial County CoC,Asian or Asian American,*
2017,CA-613,Imperial County CoC,"Black, African American, or African",*
2017,CA-613,Imperial County CoC,Multiple Races,*
2017,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-613,Imperial County CoC,White,479
2017,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",55
2017,CA-614,San Luis Obispo County CoC,Asian or Asian American,*
2017,CA-614,San Luis Obispo County CoC,"Black, African American, or African",92
2017,CA-614,San Luis Obispo County CoC,Multiple Races,88
2017,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-614,San Luis Obispo County CoC,Unknown,139
2017,CA-614,San Luis Obispo County CoC,White,1320
2018,All,California,"American Indian, Alaska Native, or Indigenous",5932
2018,All,California,Asian or Asian American,3363
2018,All,California,"Black, African American, or African",67218
2018,All,California,Multiple Races,9614
2018,All,California,Native Hawaiian or Pacific Islander,2663
2018,All,California,Unknown,8301
2018,All,California,White,114911
2018,CA-500,Santa Clara County CoC,"American Indian, Alaska Native, or Indigenous",582
2018,CA-500,Santa Clara County CoC,Asian or Asian American,508
2018,CA-500,Santa Clara County CoC,"Black, African American, or African",1684
2018,CA-500,Santa Clara County CoC,Multiple Races,791
2018,CA-500,Santa Clara County CoC,Native Hawaiian or Pacific Islander,229
2018,CA-500,Santa Clara County CoC,Unknown,311
2018,CA-500,Santa Clara County CoC,White,6468
2018,CA-501,San Francisco CoC,"American Indian, Alaska Native, or Indigenous",346
2018,CA-501,San Francisco CoC,Asian or Asian American,232
2018,CA-501,San Francisco CoC,"Black, African American, or African",2202
2018,CA-501,San Francisco CoC,Multiple Races,346
2018,CA-501,San Francisco CoC,Native Hawaiian or Pacific Islander,165
2018,CA-501,San Francisco CoC,Unknown,556
2018,CA-501,San Francisco CoC,White,1834
2018,CA-502,Alameda County CoC,"American Indian, Alaska Native, or Indigenous",255
2018,CA-502,Alameda County CoC,Asian or Asian American,155
2018,CA-502,Alameda County CoC,"Black, African American, or African",3659
2018,CA-502,Alameda County CoC,Multiple Races,529
2018,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,119
2018,CA-502,Alameda County CoC,Unknown,35
2018,CA-502,Alameda County CoC,White,1725
2018,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",234
2018,CA-503,Sacramento County CoC,Asian or Asian American,109
2018,CA-503,Sacramento County CoC,"Black, African American, or African",4890
2018,CA-503,Sacramento County CoC,Multiple Races,869
2018,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,142
2018,CA-503,Sacramento County CoC,Unknown,46
2018,CA-503,Sacramento County CoC,White,4520
2018,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",308
2018,CA-504,Sonoma County CoC,Asian or Asian American,35
2018,CA-504,Sonoma County CoC,"Black, African American, or African",235
2018,CA-504,Sonoma County CoC,Multiple Races,341
2018,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,46
2018,CA-504,Sonoma County CoC,Unknown,24
2018,CA-504,Sonoma County CoC,White,2235
2018,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",358
2018,CA-505,Contra Costa County CoC,Asian or Asian American,68
2018,CA-505,Contra Costa County CoC,"Black, African American, or African",2094
2018,CA-505,Contra Costa County CoC,Multiple Races,344
2018,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,121
2018,CA-505,Contra Costa County CoC,Unknown,144
2018,CA-505,Contra Costa County CoC,White,2327
2018,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",26
2018,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,*
2018,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",94
2018,CA-506,"Monterey, San Benito Counties CoC",Multiple Races,26
2018,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,23
2018,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2018,CA-506,"Monterey, San Benito Counties CoC",White,739
2018,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",21
2018,CA-507,Marin County CoC,Asian or Asian American,18
2018,CA-507,Marin County CoC,"Black, African American, or African",304
2018,CA-507,Marin County CoC,Multiple Races,47
2018,CA-507,Marin County CoC,Native Hawaiian or Pacific Islander,12
2018,CA-507,Marin County CoC,Unknown,43
2018,CA-507,Marin County CoC,White,879
2018,CA-508,Santa Cruz County CoC,"American Indian, Alaska Native, or Indigenous",138
2018,CA-508,Santa Cruz County CoC,Asian or Asian American,19
2018,CA-508,Santa Cruz County CoC,"Black, African American, or African",128
2018,CA-508,Santa Cruz County CoC,Multiple Races,118
2018,CA-508,Santa Cruz County CoC,Native Hawaiian or Pacific Islander,18
2018,CA-508,Santa Cruz County CoC,Unknown,95
2018,CA-508,Santa Cruz County CoC,White,1464
2018,CA-509,Mendocino County CoC,"American Indian, Alaska Native, or Indigenous",46
2018,CA-509,Mendocino County CoC,Asian or Asian American,*
2018,CA-509,Mendocino County CoC,"Black, African American, or African",21
2018,CA-509,Mendocino County CoC,Multiple Races,29
2018,CA-509,Mendocino County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-509,Mendocino County CoC,Unknown,26
2018,CA-509,Mendocino County CoC,White,459
2018,CA-510,Stanislaus County CoC,"American Indian, Alaska Native, or Indigenous",155
2018,CA-510,Stanislaus County CoC,Asian or Asian American,85
2018,CA-510,Stanislaus County CoC,"Black, African American, or African",749
2018,CA-510,Stanislaus County CoC,Multiple Races,447
2018,CA-510,Stanislaus County CoC,Native Hawaiian or Pacific Islander,68
2018,CA-510,Stanislaus County CoC,Unknown,*
2018,CA-510,Stanislaus County CoC,White,4644
2018,CA-511,San Joaquin County CoC,"American Indian, Alaska Native, or Indigenous",151
2018,CA-511,San Joaquin County CoC,Asian or Asian American,234
2018,CA-511,San Joaquin County CoC,"Black, African American, or African",3819
2018,CA-511,San Joaquin County CoC,Multiple Races,727
2018,CA-511,San Joaquin County CoC,Native Hawaiian or Pacific Islander,135
2018,CA-511,San Joaquin County CoC,Unknown,129
2018,CA-511,San Joaquin County CoC,White,5648
2018,CA-512,San Mateo County CoC,"American Indian, Alaska Native, or Indigenous",231
2018,CA-512,San Mateo County CoC,Asian or Asian American,248
2018,CA-512,San Mateo County CoC,"Black, African American, or African",790
2018,CA-512,San Mateo County CoC,Multiple Races,202
2018,CA-512,San Mateo County CoC,Native Hawaiian or Pacific Islander,374
2018,CA-512,San Mateo County CoC,Unknown,39
2018,CA-512,San Mateo County CoC,White,2516
2018,CA-513,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous",115
2018,CA-513,"Kings, Tulare Counties CoC",Asian or Asian American,34
2018,CA-513,"Kings, Tulare Counties CoC","Black, African American, or African",395
2018,CA-513,"Kings, Tulare Counties CoC",Multiple Races,68
2018,CA-513,"Kings, Tulare Counties CoC",Native Hawaiian or Pacific Islander,20
2018,CA-513,"Kings, Tulare Counties CoC",Unknown,89
2018,CA-513,"Kings, Tulare Counties CoC",White,2324
2018,CA-514,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous",100
2018,CA-514,"Fresno, Madera Counties CoC",Asian or Asian American,45
2018,CA-514,"Fresno, Madera Counties CoC","Black, African American, or African",526
2018,CA-514,"Fresno, Madera Counties CoC",Multiple Races,92
2018,CA-514,"Fresno, Madera Counties CoC",Native Hawaiian or Pacific Islander,14
2018,CA-514,"Fresno, Madera Counties CoC",Unknown,36
2018,CA-514,"Fresno, Madera Counties CoC",White,1488
2018,CA-515,Placer County CoC,"American Indian, Alaska Native, or Indigenous",40
2018,CA-515,Placer County CoC,Asian or Asian American,14
2018,CA-515,Placer County CoC,"Black, African American, or African",111
2018,CA-515,Placer County CoC,Multiple Races,183
2018,CA-515,Placer County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-515,Placer County CoC,Unknown,18
2018,CA-515,Placer County CoC,White,1105
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous",12
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Asian or Asian American,*
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African",19
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Multiple Races,45
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Native Hawaiian or Pacific Islander,*
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,91
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",White,446
2018,CA-517,Napa County CoC,"American Indian, Alaska Native, or Indigenous",81
2018,CA-517,Napa County CoC,Asian or Asian American,*
2018,CA-517,Napa County CoC,"Black, African American, or African",35
2018,CA-517,Napa County CoC,Multiple Races,36
2018,CA-517,Napa County CoC,Native Hawaiian or Pacific Islander,17
