CALENDAR_YEAR,COC_ID,COC_NAME,RACE,EXPERIENCING_HOMELESSNESS
2017,CA-519,Butte County CoC,"American Indian, Alaska Native, or Indigenous",49
2017,CA-519,Butte County CoC,Asian or Asian American,*
2017,CA-519,Butte County CoC,"Black, African American, or African",74
2017,CA-519,Butte County CoC,Multiple Races,103
2017,CA-519,Butte County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-519,Butte County CoC,Unknown,*
2017,CA-519,Butte County CoC,White,1023
2017,CA-520,Merced County CoC,"American Indian, Alaska Native, or Indigenous",13
2017,CA-520,Merced County CoC,Asian or Asian American,*
2017,CA-520,Merced County CoC,"Black, African American, or African",128
2017,CA-520,Merced County CoC,Multiple Races,22
2017,CA-520,Merced County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-520,Merced County CoC,Unknown,*
2017,CA-520,Merced County CoC,White,417
2017,CA-521,Yolo County CoC,"American Indian, Alaska Native, or Indigenous",27
2017,CA-521,Yolo County CoC,Asian or Asian American,*
2017,CA-521,Yolo County CoC,"Black, African American, or African",126
2017,CA-521,Yolo County CoC,Multiple Races,21
2017,CA-521,Yolo County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-521,Yolo County CoC,Unknown,*
2017,CA-521,Yolo County CoC,White,332
2017,CA-522,Humboldt County CoC,"American Indian, Alaska Native, or Indigenous",73
2017,CA-522,Humboldt County CoC,Asian or Asian American,*
2017,CA-522,Humboldt County CoC,"Black, African American, or African",44
2017,CA-522,Humboldt County CoC,Multiple Races,114
2017,CA-522,Humboldt County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-522,Humboldt County CoC,Unknown,44
2017,CA-522,Humboldt County CoC,White,675
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC","American Indian, Alaska Native, or Indigenous",19
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC","Black, African American, or African",*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Multiple Races,*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Native Hawaiian or Pacific Islander,*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2017,CA-523,"Colusa, Glenn, Trinity Counties CoC",White,154
2017,CA-524,"Yuba, Sutter Counties CoC",Asian or Asian American,*
2017,CA-525,El Dorado County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-525,El Dorado County CoC,"Black, African American, or African",*
2017,CA-525,El Dorado County CoC,Multiple Races,*
2017,CA-525,El Dorado County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-525,El Dorado County CoC,Unknown,*
2017,CA-525,El Dorado County CoC,White,109
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","American Indian, Alaska Native, or Indigenous",18
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Asian or Asian American,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC","Black, African American, or African",*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Multiple Races,33
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Native Hawaiian or Pacific Islander,*
2017,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",White,318
2017,CA-527,Tehama County CoC,"American Indian, Alaska Native, or Indigenous",19
2017,CA-527,Tehama County CoC,Asian or Asian American,*
2017,CA-527,Tehama County CoC,"Black, African American, or African",*
2017,CA-527,Tehama County CoC,Multiple Races,23
2017,CA-527,Tehama County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-527,Tehama County CoC,Unknown,*
2017,CA-527,Tehama County CoC,White,336
2017,CA-529,Lake County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-529,Lake County CoC,Asian or Asian American,*
2017,CA-529,Lake County CoC,"Black, African American, or African",*
2017,CA-529,Lake County CoC,Multiple Races,*
2017,CA-529,Lake County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-529,Lake County CoC,White,32
2017,CA-530,"Alpine, Inyo, Mono Counties CoC","American Indian, Alaska Native, or Indigenous",28
2017,CA-530,"Alpine, Inyo, Mono Counties CoC","Black, African American, or African",*
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",Native Hawaiian or Pacific Islander,*
2017,CA-530,"Alpine, Inyo, Mono Counties CoC",White,127
2017,CA-531,Nevada County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-531,Nevada County CoC,Asian or Asian American,*
2017,CA-531,Nevada County CoC,"Black, African American, or African",*
2017,CA-531,Nevada County CoC,Multiple Races,42
2017,CA-531,Nevada County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-531,Nevada County CoC,Unknown,*
2017,CA-531,Nevada County CoC,White,399
2017,CA-600,Los Angeles County CoC,"American Indian, Alaska Native, or Indigenous",845
2017,CA-600,Los Angeles County CoC,Asian or Asian American,654
2017,CA-600,Los Angeles County CoC,"Black, African American, or African",24805
2017,CA-600,Los Angeles County CoC,Multiple Races,1488
2017,CA-600,Los Angeles County CoC,Native Hawaiian or Pacific Islander,450
2017,CA-600,Los Angeles County CoC,Unknown,3638
2017,CA-600,Los Angeles County CoC,White,24444
2017,CA-601,San Diego County CoC,"American Indian, Alaska Native, or Indigenous",195
2017,CA-601,San Diego County CoC,Asian or Asian American,179
2017,CA-601,San Diego County CoC,"Black, African American, or African",3352
2017,CA-601,San Diego County CoC,Multiple Races,737
2017,CA-601,San Diego County CoC,Native Hawaiian or Pacific Islander,158
2017,CA-601,San Diego County CoC,Unknown,103
2017,CA-601,San Diego County CoC,White,6849
2017,CA-602,Orange County CoC,"American Indian, Alaska Native, or Indigenous",559
2017,CA-602,Orange County CoC,Asian or Asian American,274
2017,CA-602,Orange County CoC,"Black, African American, or African",1384
2017,CA-602,Orange County CoC,Multiple Races,450
2017,CA-602,Orange County CoC,Native Hawaiian or Pacific Islander,144
2017,CA-602,Orange County CoC,Unknown,406
2017,CA-602,Orange County CoC,White,7256
2017,CA-603,Santa Barbara County CoC,"American Indian, Alaska Native, or Indigenous",77
2017,CA-603,Santa Barbara County CoC,Asian or Asian American,19
2017,CA-603,Santa Barbara County CoC,"Black, African American, or African",259
2017,CA-603,Santa Barbara County CoC,Multiple Races,140
2017,CA-603,Santa Barbara County CoC,Native Hawaiian or Pacific Islander,17
2017,CA-603,Santa Barbara County CoC,Unknown,52
2017,CA-603,Santa Barbara County CoC,White,2270
2017,CA-604,Kern County CoC,"American Indian, Alaska Native, or Indigenous",83
2017,CA-604,Kern County CoC,Asian or Asian American,16
2017,CA-604,Kern County CoC,"Black, African American, or African",1332
2017,CA-604,Kern County CoC,Multiple Races,120
2017,CA-604,Kern County CoC,Native Hawaiian or Pacific Islander,46
2017,CA-604,Kern County CoC,Unknown,*
2017,CA-604,Kern County CoC,White,3020
2017,CA-606,Long Beach CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",36
2017,CA-606,Long Beach CoC (Los Angeles County),Asian or Asian American,36
2017,CA-606,Long Beach CoC (Los Angeles County),"Black, African American, or African",1303
2017,CA-606,Long Beach CoC (Los Angeles County),Multiple Races,138
2017,CA-606,Long Beach CoC (Los Angeles County),Native Hawaiian or Pacific Islander,34
2017,CA-606,Long Beach CoC (Los Angeles County),Unknown,*
2017,CA-606,Long Beach CoC (Los Angeles County),White,1187
2017,CA-607,Pasadena CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",35
2017,CA-607,Pasadena CoC (Los Angeles County),Asian or Asian American,19
2017,CA-607,Pasadena CoC (Los Angeles County),"Black, African American, or African",447
2017,CA-607,Pasadena CoC (Los Angeles County),Multiple Races,56
2017,CA-607,Pasadena CoC (Los Angeles County),Native Hawaiian or Pacific Islander,21
2017,CA-607,Pasadena CoC (Los Angeles County),Unknown,132
2017,CA-607,Pasadena CoC (Los Angeles County),White,608
2017,CA-608,Riverside County CoC,"American Indian, Alaska Native, or Indigenous",136
2017,CA-608,Riverside County CoC,Asian or Asian American,69
2017,CA-608,Riverside County CoC,"Black, African American, or African",1546
2017,CA-608,Riverside County CoC,Multiple Races,204
2017,CA-608,Riverside County CoC,Native Hawaiian or Pacific Islander,82
2017,CA-608,Riverside County CoC,Unknown,75
2017,CA-608,Riverside County CoC,White,4533
2017,CA-609,San Bernardino County CoC,"American Indian, Alaska Native, or Indigenous",139
2017,CA-609,San Bernardino County CoC,Asian or Asian American,46
2017,CA-609,San Bernardino County CoC,"Black, African American, or African",3780
2017,CA-609,San Bernardino County CoC,Multiple Races,268
2017,CA-609,San Bernardino County CoC,Native Hawaiian or Pacific Islander,73
2017,CA-609,San Bernardino County CoC,Unknown,16
2017,CA-609,San Bernardino County CoC,White,4066
2017,CA-611,Ventura County CoC,"American Indian, Alaska Native, or Indigenous",29
2017,CA-611,Ventura County CoC,Asian or Asian American,14
2017,CA-611,Ventura County CoC,"Black, African American, or African",140
2017,CA-611,Ventura County CoC,Multiple Races,91
2017,CA-611,Ventura County CoC,Native Hawaiian or Pacific Islander,20
2017,CA-611,Ventura County CoC,Unknown,*
2017,CA-611,Ventura County CoC,White,1632
2017,CA-612,Glendale CoC (Los Angeles County),"American Indian, Alaska Native, or Indigenous",12
2017,CA-612,Glendale CoC (Los Angeles County),Asian or Asian American,*
2017,CA-612,Glendale CoC (Los Angeles County),"Black, African American, or African",87
2017,CA-612,Glendale CoC (Los Angeles County),Multiple Races,13
2017,CA-612,Glendale CoC (Los Angeles County),Native Hawaiian or Pacific Islander,*
2017,CA-612,Glendale CoC (Los Angeles County),Unknown,*
2017,CA-612,Glendale CoC (Los Angeles County),White,221
2017,CA-613,Imperial County CoC,"American Indian, Alaska Native, or Indigenous",*
2017,CA-613,Imperial County CoC,Asian or Asian American,*
2017,CA-613,Imperial County CoC,"Black, African American, or African",*
2017,CA-613,Imperial County CoC,Multiple Races,*
2017,CA-613,Imperial County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-613,Imperial County CoC,White,479
2017,CA-614,San Luis Obispo County CoC,"American Indian, Alaska Native, or Indigenous",55
2017,CA-614,San Luis Obispo County CoC,Asian or Asian American,*
2017,CA-614,San Luis Obispo County CoC,"Black, African American, or African",90
2017,CA-614,San Luis Obispo County CoC,Multiple Races,90
2017,CA-614,San Luis Obispo County CoC,Native Hawaiian or Pacific Islander,*
2017,CA-614,San Luis Obispo County CoC,Unknown,138
2017,CA-614,San Luis Obispo County CoC,White,1321
2018,All,California,"American Indian, Alaska Native, or Indigenous",5928
2018,All,California,Asian or Asian American,3387
2018,All,California,"Black, African American, or African",67201
2018,All,California,Multiple Races,9691
2018,All,California,Native Hawaiian or Pacific Islander,2639
2018,All,California,Unknown,8234
2018,All,California,White,115667
2018,CA-500,Santa Clara County CoC,"American Indian, Alaska Native, or Indigenous",584
2018,CA-500,Santa Clara County CoC,Asian or Asian American,510
2018,CA-500,Santa Clara County CoC,"Black, African American, or African",1699
2018,CA-500,Santa Clara County CoC,Multiple Races,794
2018,CA-500,Santa Clara County CoC,Native Hawaiian or Pacific Islander,232
2018,CA-500,Santa Clara County CoC,Unknown,311
2018,CA-500,Santa Clara County CoC,White,6524
2018,CA-501,San Francisco CoC,"American Indian, Alaska Native, or Indigenous",331
2018,CA-501,San Francisco CoC,Asian or Asian American,255
2018,CA-501,San Francisco CoC,"Black, African American, or African",2182
2018,CA-501,San Francisco CoC,Multiple Races,351
2018,CA-501,San Francisco CoC,Native Hawaiian or Pacific Islander,152
2018,CA-501,San Francisco CoC,Unknown,550
2018,CA-501,San Francisco CoC,White,1836
2018,CA-502,Alameda County CoC,"American Indian, Alaska Native, or Indigenous",254
2018,CA-502,Alameda County CoC,Asian or Asian American,156
2018,CA-502,Alameda County CoC,"Black, African American, or African",3649
2018,CA-502,Alameda County CoC,Multiple Races,532
2018,CA-502,Alameda County CoC,Native Hawaiian or Pacific Islander,119
2018,CA-502,Alameda County CoC,Unknown,35
2018,CA-502,Alameda County CoC,White,1730
2018,CA-503,Sacramento County CoC,"American Indian, Alaska Native, or Indigenous",237
2018,CA-503,Sacramento County CoC,Asian or Asian American,109
2018,CA-503,Sacramento County CoC,"Black, African American, or African",4894
2018,CA-503,Sacramento County CoC,Multiple Races,870
2018,CA-503,Sacramento County CoC,Native Hawaiian or Pacific Islander,139
2018,CA-503,Sacramento County CoC,Unknown,47
2018,CA-503,Sacramento County CoC,White,4520
2018,CA-504,Sonoma County CoC,"American Indian, Alaska Native, or Indigenous",307
2018,CA-504,Sonoma County CoC,Asian or Asian American,36
2018,CA-504,Sonoma County CoC,"Black, African American, or African",233
2018,CA-504,Sonoma County CoC,Multiple Races,345
2018,CA-504,Sonoma County CoC,Native Hawaiian or Pacific Islander,49
2018,CA-504,Sonoma County CoC,Unknown,24
2018,CA-504,Sonoma County CoC,White,2228
2018,CA-505,Contra Costa County CoC,"American Indian, Alaska Native, or Indigenous",359
2018,CA-505,Contra Costa County CoC,Asian or Asian American,68
2018,CA-505,Contra Costa County CoC,"Black, African American, or African",2092
2018,CA-505,Contra Costa County CoC,Multiple Races,344
2018,CA-505,Contra Costa County CoC,Native Hawaiian or Pacific Islander,121
2018,CA-505,Contra Costa County CoC,Unknown,142
2018,CA-505,Contra Costa County CoC,White,2330
2018,CA-506,"Monterey, San Benito Counties CoC","American Indian, Alaska Native, or Indigenous",64
2018,CA-506,"Monterey, San Benito Counties CoC",Asian or Asian American,41
2018,CA-506,"Monterey, San Benito Counties CoC","Black, African American, or African",232
2018,CA-506,"Monterey, San Benito Counties CoC",Multiple Races,122
2018,CA-506,"Monterey, San Benito Counties CoC",Native Hawaiian or Pacific Islander,53
2018,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2018,CA-506,"Monterey, San Benito Counties CoC",White,1994
2018,CA-507,Marin County CoC,"American Indian, Alaska Native, or Indigenous",21
2018,CA-507,Marin County CoC,Asian or Asian American,18
2018,CA-507,Marin County CoC,"Black, African American, or African",305
2018,CA-507,Marin County CoC,Multiple Races,47
2018,CA-507,Marin County CoC,Native Hawaiian or Pacific Islander,12
2018,CA-507,Marin County CoC,Unknown,43
2018,CA-507,Marin County CoC,White,879
2018,CA-508,Santa Cruz County CoC,"American Indian, Alaska Native, or Indigenous",138
2018,CA-508,Santa Cruz County CoC,Asian or Asian American,19
2018,CA-508,Santa Cruz County CoC,"Black, African American, or African",128
2018,CA-508,Santa Cruz County CoC,Multiple Races,116
2018,CA-508,Santa Cruz County CoC,Native Hawaiian or Pacific Islander,18
2018,CA-508,Santa Cruz County CoC,Unknown,95
2018,CA-508,Santa Cruz County CoC,White,1455
2018,CA-509,Mendocino County CoC,"American Indian, Alaska Native, or Indigenous",46
2018,CA-509,Mendocino County CoC,Asian or Asian American,*
2018,CA-509,Mendocino County CoC,"Black, African American, or African",21
2018,CA-509,Mendocino County CoC,Multiple Races,29
2018,CA-509,Mendocino County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-509,Mendocino County CoC,Unknown,26
2018,CA-509,Mendocino County CoC,White,459
2018,CA-510,Stanislaus County CoC,"American Indian, Alaska Native, or Indigenous",157
2018,CA-510,Stanislaus County CoC,Asian or Asian American,85
2018,CA-510,Stanislaus County CoC,"Black, African American, or African",746
2018,CA-510,Stanislaus County CoC,Multiple Races,451
2018,CA-510,Stanislaus County CoC,Native Hawaiian or Pacific Islander,69
2018,CA-510,Stanislaus County CoC,Unknown,*
2018,CA-510,Stanislaus County CoC,White,4640
2018,CA-511,San Joaquin County CoC,"American Indian, Alaska Native, or Indigenous",150
2018,CA-511,San Joaquin County CoC,Asian or Asian American,234
2018,CA-511,San Joaquin County CoC,"Black, African American, or African",3813
2018,CA-511,San Joaquin County CoC,Multiple Races,731
2018,CA-511,San Joaquin County CoC,Native Hawaiian or Pacific Islander,132
2018,CA-511,San Joaquin County CoC,Unknown,128
2018,CA-511,San Joaquin County CoC,White,5653
2018,CA-512,San Mateo County CoC,"American Indian, Alaska Native, or Indigenous",212
2018,CA-512,San Mateo County CoC,Asian or Asian American,209
2018,CA-512,San Mateo County CoC,"Black, African American, or African",646
2018,CA-512,San Mateo County CoC,Multiple Races,174
2018,CA-512,San Mateo County CoC,Native Hawaiian or Pacific Islander,334
2018,CA-512,San Mateo County CoC,Unknown,35
2018,CA-512,San Mateo County CoC,White,2082
2018,CA-513,"Kings, Tulare Counties CoC","American Indian, Alaska Native, or Indigenous",113
2018,CA-513,"Kings, Tulare Counties CoC",Asian or Asian American,31
2018,CA-513,"Kings, Tulare Counties CoC","Black, African American, or African",391
2018,CA-513,"Kings, Tulare Counties CoC",Multiple Races,68
2018,CA-513,"Kings, Tulare Counties CoC",Native Hawaiian or Pacific Islander,19
2018,CA-513,"Kings, Tulare Counties CoC",Unknown,89
2018,CA-513,"Kings, Tulare Counties CoC",White,2259
2018,CA-514,"Fresno, Madera Counties CoC","American Indian, Alaska Native, or Indigenous",107
2018,CA-514,"Fresno, Madera Counties CoC",Asian or Asian American,51
2018,CA-514,"Fresno, Madera Counties CoC","Black, African American, or African",588
2018,CA-514,"Fresno, Madera Counties CoC",Multiple Races,97
2018,CA-514,"Fresno, Madera Counties CoC",Native Hawaiian or Pacific Islander,14
2018,CA-514,"Fresno, Madera Counties CoC",Unknown,36
2018,CA-514,"Fresno, Madera Counties CoC",White,1594
2018,CA-515,Placer County CoC,"American Indian, Alaska Native, or Indigenous",41
2018,CA-515,Placer County CoC,Asian or Asian American,14
2018,CA-515,Placer County CoC,"Black, African American, or African",111
2018,CA-515,Placer County CoC,Multiple Races,181
2018,CA-515,Placer County CoC,Native Hawaiian or Pacific Islander,*
2018,CA-515,Placer County CoC,Unknown,17
2018,CA-515,Placer County CoC,White,1104
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","American Indian, Alaska Native, or Indigenous",12
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Asian or Asian American,*
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","Black, African American, or African",19
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Multiple Races,45
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Native Hawaiian or Pacific Islander,*
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,91
2018,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",White,446
2018,CA-517,Napa County CoC,"American Indian, Alaska Native, or Indigenous",80
2018,CA-517,Napa County CoC,Asian or Asian American,*
2018,CA-517,Napa County CoC,"Black, African American, or African",35
2018,CA-517,Napa County CoC,Multiple Races,37
